Price,Area,Location,No. of Bedrooms,City,Locality,Latitude,Longitude,Property_Type,Furnishing_Status,Unnamed: 0,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
2700000,400,Mira Road and Beyond,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,634.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4200000,750,Mira Road and Beyond,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,635.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6400000,1180,Mira Road and Beyond,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,636.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3500000,565,Mira Road and Beyond,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,637.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9500000,850,Four Bungalows,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,638.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7000000,450,Four Bungalows,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,639.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17500000,950,Dattapada,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,640.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19500000,1250,Dattapada,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,641.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26000000,1350,no 9,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,642.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19500000,1200,Dattapada,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,643.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16000000,850,Dattapada,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,644.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000000,1250,Magathane,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,645.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19100000,1100,Rajendra Nagar,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,646.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12000000,560,Kandivali East,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,647.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12000000,1000,kolshet,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,648.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
28000000,1580,Hiranandani Meadows,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,649.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
21500000,1345,Hiranandani Meadows,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,650.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2170000,505,Badlapur,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,651.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
19500000,1225,Kalpataru,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,652.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9000000,1026,kolshet,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,653.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3500000,900,Thane,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,654.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9500000,852,Kharghar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,655.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
13000000,1157,Thane West,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,656.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
16000000,874,Malad West,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,657.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
35000000,969,Khar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,658.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34800000,950,Khar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,659.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7900000,1115,taloja panchanand,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,660.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4700000,690,taloja panchanand,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,661.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3800000,422,Petali,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,662.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9800000,936,kolshet,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,663.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5900000,576,kolshet,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,664.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11299999,600,Borivali East,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,665.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15500000,907,Borivali East,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,666.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8725000,1175,Kamothe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,667.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
13200000,1525,Kharghar Sector 34C,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,668.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6800000,543,Bhandup West,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,669.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
31000000,1267,Wadala,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,670.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
40000000,1735,Wadala,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,671.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
58500000,3410,Ghatkopar East,4,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,672.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
40199999,1850,Malad West,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,673.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5000000,702,Mumbai Agra National Highway,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,674.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6500000,566,Dahisar,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,675.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21500000,1310,Malad West,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,676.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
6400000,506,vasant vihar thane west,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,677.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6400000,509,Thane West,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,678.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
7000000,950,Kalyan West,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2350000,685,Shirgaon,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,680.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29500000,2415,Kandivali East,4,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,681.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
10500000,900,Pokhran 2,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11000000,1440,Sector 20 Kharghar,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2800000,650,Virar,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,684.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8000000,820,Mira Road East,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,685.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
2600000,590,Nala Sopara,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,686.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
6000000,650,Mira Road East,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,687.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4800000,700,Mira Road East,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,688.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
17500000,1600,Kharghar,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,689.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
10000000,1140,Kharghar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,690.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
16500000,1502,Kharghar,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,691.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
4800000,650,Kharghar,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,692.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
14000000,1600,Kharghar,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,693.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
10000000,1325,Kharghar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,694.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
12500000,1725,Kharghar,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,695.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
13500000,1256,Kharghar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,696.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
16500000,1600,Kharghar,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,697.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
21000000,2030,Kharghar,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,698.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
16000000,1680,Kharghar,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,699.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
17000000,1810,Kharghar,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,700.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
9500000,1210,Kharghar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,701.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
31100000,3275,Kharghar,4,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,702.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
30400000,3205,Kharghar,4,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,703.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
12300000,1305,Kharghar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,704.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
11600000,1230,Kharghar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,705.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
16000000,1725,Kharghar,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,706.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
9600000,1210,Kharghar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,707.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
16500000,1660,Kharghar,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,708.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
18500000,1700,Kharghar,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,709.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
15500000,1130,Kharghar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,710.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
17900000,1810,Kharghar,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,711.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
13300000,1482,Kharghar,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,712.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
28000000,1890,Kandivali East,4,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,713.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8500000,484,Kanjurmarg,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,714.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
180000000,2200,juhu tara,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,715.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3000000,320,Mira Road and Beyond,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,716.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29400000,1618,Goregaon East,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,717.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31000000,1475,Kandivali East,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,718.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
24500000,1350,Kandivali East,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,719.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
22000000,1300,Borivali West,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,720.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
16000000,970,Malad West,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,721.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
17500000,1500,Kandivali West,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,722.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
31500000,1786,Kandivali East,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,723.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
26500000,1500,Kandivali West,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,724.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
47000000,1920,Kandivali East,4,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,725.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
21000000,1350,Kandivali East,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,726.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
6100000,400,Kandivali East,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
100000000,2000,Peddar Road,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,728.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
13500000,640,Bhandup West,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,729.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
5500000,510,Bhandup West,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,730.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4500000,650,Ulwe,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,731.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
16500000,1175,Palm Beach,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,732.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
4800000,661,Mira Road East,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,733.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21500000,1500,Goregaon West,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,734.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
360000000,5476,Lower Parel,5,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,735.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5500000,619,Sector 21 Kamothe,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,736.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5600000,619,Sector 21 Kamothe,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,737.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9500000,1250,Sector 21 Kamothe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,738.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7000000,995,Sector12 Kamothe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,739.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16000000,1700,Sector12 Kamothe,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,740.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10500000,1420,Sector 18 Kamothe,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,741.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7600000,1100,Sector 19 Kharghar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,742.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7400000,1080,Sector 20 Kharghar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,743.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7000000,1080,Sector 20 Kharghar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,744.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3200000,410,Sector 22 Kamothe,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,745.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000000,650,Sector 20 Kharghar,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,746.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6400000,925,Sector 10,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,747.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8500000,1200,Sector 20 Kharghar,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,748.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8700000,1160,Sector 19 Kamothe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,749.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8200000,1005,Panvel,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,750.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6500000,1255,Kamothe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,751.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8300000,1256,Sector 20 Kamothe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,752.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18500000,1150,Tilak Nagar,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,753.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9350000,1236,Kamothe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,754.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000000,1700,Kamothe,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,755.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7000000,1003,Kamothe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,756.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5800000,1000,Kamothe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,757.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4800000,653,Kamothe,1,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,758.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11000000,1575,Kamothe,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,759.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8500000,1089,Kamothe,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,760.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48000000,1296,Vasai,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,761.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
72500000,2014,Ghatkopar West,3,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,762.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
70000000,1503,Tardeo,2,Mumbai,,19.076,72.8777,Apartment,Semi-Furnished,763.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
